,Natural,Synthetic
0,0.0785369873046875,0.252655029296875
1,0.0950927734375,0.278045654296875
2,0.0997314453125,0.3748626708984375
3,0.0714569091796875,0.308624267578125
4,0.0950164794921875,0.379638671875
5,0.093048095703125,0.2893829345703125
6,0.3524322509765625,0.2897186279296875
7,0.1219635009765625,0.327239990234375
8,0.1519775390625,0.2898101806640625
9,0.0565185546875,0.259307861328125
10,0.065093994140625,0.354461669921875
11,0.1615753173828125,0.2784271240234375
12,0.1465301513671875,0.39434814453125
13,0.12847900390625,0.319366455078125
14,0.09710693359375,0.31597900390625
15,0.08795166015625,0.34423828125
16,0.1038818359375,0.34075927734375
17,0.081695556640625,0.2887115478515625
18,0.073394775390625,0.270538330078125
19,0.1189727783203125,0.2415924072265625
20,0.09808349609375,0.390960693359375
21,0.083770751953125,0.4533538818359375
22,0.0854644775390625,0.2594451904296875
23,0.077850341796875,0.2734222412109375
24,0.09405517578125,0.352294921875
25,0.0975494384765625,0.3503265380859375
26,0.164947509765625,0.3065185546875
27,0.296417236328125,0.3805694580078125
28,0.1068572998046875,0.3025665283203125
29,0.114990234375,0.2967987060546875
30,0.32635498046875,0.3795166015625
31,0.069732666015625,0.30609130859375
32,0.0618896484375,0.41424560546875
33,0.331207275390625,0.312042236328125
34,0.1108245849609375,0.309326171875
35,0.09912109375,0.245391845703125
36,0.090728759765625,0.3182220458984375
37,0.079315185546875,0.367950439453125
38,0.1142120361328125,0.28741455078125
39,0.1124267578125,0.2877197265625
40,0.075439453125,0.3756866455078125
41,0.0894775390625,0.2874755859375
42,0.1799774169921875,0.3190155029296875
43,0.201416015625,0.3596343994140625
44,0.0724945068359375,0.3550567626953125
45,0.0753631591796875,0.3016510009765625
46,0.0786590576171875,0.3807830810546875
47,0.0633544921875,0.3839263916015625
48,0.0826568603515625,0.29473876953125
